date,quarter,department,day,team,targeted_productivity,smv,wip,over_time,incentive,idle_time,idle_men,no_of_style_change,no_of_workers,actual_productivity,discretized_actual_productivity
1/1/2015,Quarter1,finishing,Thursday,11,0.7,0.024196670538133958,0.0,0.09523809523809525,0.0,0.0,0,0,12.0,0.436326389,Low
1/3/2015,Quarter1,finishing,Saturday,4,0.8,0.024196670538133958,0.0,0.4365079365079365,0.0,0.0,0,0,20.0,0.988024691,High
1/3/2015,Quarter1,finishing,Saturday,11,0.75,0.0,0.0,0.373015873015873,0.0,0.0,0,0,17.0,0.987880435,High
1/3/2015,Quarter1,finishing,Saturday,9,0.8,0.024196670538133958,0.0,0.0634920634920635,0.0,0.0,0,0,8.0,0.956270833,High
1/3/2015,Quarter1,finishing,Saturday,3,0.75,0.020131629887727445,0.0,0.10317460317460318,0.0,0.0,0,0,8.0,0.945277778,High
1/3/2015,Quarter1,finishing,Saturday,1,0.8,0.020131629887727445,0.0,0.0634920634920635,0.0,0.0,0,0,8.0,0.902916667,High
1/3/2015,Quarter1,sewing,Saturday,1,0.8,0.4874177313201702,0.03309539260220636,0.4166666666666667,0.013888888888888888,0.0,0,0,56.5,0.800725314,Medium
1/3/2015,Quarter1,sewing,Saturday,3,0.8,0.4874177313201702,0.039195327709279686,0.43253968253968256,0.013888888888888888,0.0,0,0,54.5,0.800322936,Medium
1/3/2015,Quarter1,sewing,Saturday,8,0.8,0.4502516453735965,0.05425048669695003,0.4682539682539683,0.013888888888888888,0.0,0,0,59.0,0.800318644,Medium
1/3/2015,Quarter1,sewing,Saturday,12,0.8,0.4502516453735965,0.03621025308241402,0.4682539682539683,0.0175,0.0,0,0,59.0,0.800318644,Medium
1/3/2015,Quarter1,sewing,Saturday,11,0.8,0.16860240030971735,0.04317542721176725,0.4682539682539683,0.013888888888888888,0.0,0,0,29.5,0.800237288,Medium
1/3/2015,Quarter1,sewing,Saturday,5,0.8,0.16860240030971735,0.028206792126324893,0.4682539682539683,0.013888888888888888,0.0,0,0,31.5,0.800148649,Medium
1/3/2015,Quarter1,sewing,Saturday,6,0.8,0.44521873790166466,0.04953493402552455,0.4444444444444445,0.013888888888888888,0.0,0,0,56.0,0.800125,Medium
1/3/2015,Quarter1,sewing,Saturday,7,0.8,0.44521873790166466,0.048929266709928615,0.4444444444444445,0.010555555555555556,0.0,0,0,56.0,0.800125,Medium
1/3/2015,Quarter1,sewing,Saturday,10,0.75,0.3176538908246225,0.02608695652173913,0.4285714285714286,0.015555555555555555,0.0,0,0,54.0,0.787299691,Medium
1/3/2015,Quarter1,finishing,Saturday,2,0.8,0.024196670538133958,0.0,0.0634920634920635,0.0,0.0,0,0,8.0,0.782447917,Medium
1/3/2015,Quarter1,sewing,Saturday,2,0.75,0.32849399922570655,0.040536448193813544,0.4365079365079365,0.0125,0.0,0,0,55.0,0.75024303,Medium
1/3/2015,Quarter1,finishing,Saturday,10,0.7,0.024196670538133958,0.0,0.0634920634920635,0.0,0.0,0,0,8.0,0.7018125,Medium
1/3/2015,Quarter1,sewing,Saturday,4,0.7,0.4024390243902439,0.023231667748215442,0.9126984126984128,0.0,0.0,0,0,60.0,0.700134038,Medium
1/3/2015,Quarter1,sewing,Saturday,9,0.7,0.4874177313201702,0.046073977936404935,0.4563492063492064,0.011111111111111112,0.0,0,0,57.5,0.699965217,Medium
1/3/2015,Quarter1,finishing,Saturday,8,0.8,0.0,0.0,0.0634920634920635,0.0,0.0,0,0,8.0,0.628333333,Medium
1/3/2015,Quarter1,finishing,Saturday,7,0.8,0.020131629887727445,0.0,0.0634920634920635,0.0,0.0,0,0,8.0,0.6253125,Medium
1/4/2015,Quarter1,finishing,Sunday,3,0.75,0.024196670538133958,0.0,0.10317460317460318,0.0,0.0,0,0,8.0,0.991388889,High
1/4/2015,Quarter1,finishing,Sunday,9,0.8,0.020131629887727445,0.0,0.0634920634920635,0.0,0.0,0,0,8.0,0.931645833,High
1/4/2015,Quarter1,finishing,Sunday,1,0.8,0.020131629887727445,0.0,0.0634920634920635,0.0,0.0,0,0,8.0,0.915229167,High
1/4/2015,Quarter1,sewing,Sunday,6,0.8,0.16860240030971735,0.023015357992645466,0.46130952380952384,0.013888888888888888,0.0,0,0,31.0,0.879714482,High
1/4/2015,Quarter1,finishing,Sunday,4,0.8,0.020131629887727445,0.0,0.4365079365079365,0.0,0.0,0,0,20.0,0.861679012,High
1/4/2015,Quarter1,sewing,Sunday,9,0.8,0.4502516453735965,0.05498593986588795,0.4682539682539683,0.016666666666666666,0.0,0,0,59.0,0.850569492,High
1/4/2015,Quarter1,sewing,Sunday,7,0.8,0.44521873790166466,0.052779580359074194,0.4642857142857143,0.016666666666666666,0.0,0,0,56.5,0.850436438,High
1/4/2015,Quarter1,sewing,Sunday,8,0.8,0.44521873790166466,0.04464633354964309,0.44841269841269843,0.0125,0.0,0,0,56.5,0.850345133,High
1/4/2015,Quarter1,sewing,Sunday,4,0.8,0.4874177313201702,0.03768115942028986,0.28174603174603174,0.013888888888888888,0.0,0,0,55.5,0.800598058,Medium
1/4/2015,Quarter1,sewing,Sunday,1,0.8,0.4502516453735965,0.044386761842959116,0.4682539682539683,0.0175,0.0,0,0,59.0,0.800318644,Medium
1/4/2015,Quarter1,sewing,Sunday,2,0.8,0.4874177313201702,0.033528012113346314,0.4404761904761905,0.013888888888888888,0.0,0,0,55.5,0.800237838,Medium
1/4/2015,Quarter1,sewing,Sunday,12,0.8,0.16860240030971735,0.052303698896820246,0.46130952380952384,0.013888888888888888,0.0,0,0,31.0,0.800030199,Medium
1/4/2015,Quarter1,finishing,Sunday,2,0.8,0.020131629887727445,0.0,0.0634920634920635,0.0,0.0,0,0,8.0,0.792104167,Medium
1/4/2015,Quarter1,finishing,Sunday,10,0.7,0.020131629887727445,0.0,0.28571428571428575,0.0,0.0,0,0,18.0,0.759228395,Medium
1/4/2015,Quarter1,sewing,Sunday,11,0.75,0.3176538908246225,0.02189054726368159,0.4285714285714286,0.0125,0.0,0,0,54.0,0.750348457,Medium
1/4/2015,Quarter1,sewing,Sunday,3,0.75,0.32849399922570655,0.03145143845987454,0.4365079365079365,0.0125,0.0,0,0,55.0,0.75024303,Medium
1/4/2015,Quarter1,sewing,Sunday,10,0.7,0.4874177313201702,0.05169803158122431,0.4563492063492064,0.011111111111111112,0.0,0,0,57.5,0.699965217,Medium
1/4/2015,Quarter1,finishing,Sunday,8,0.8,0.0,0.0,0.0634920634920635,0.0,0.0,0,0,8.0,0.682708333,Medium
1/4/2015,Quarter1,finishing,Sunday,7,0.8,0.0,0.0,0.0634920634920635,0.0,0.0,0,0,8.0,0.667604167,Medium
1/4/2015,Quarter1,sewing,Sunday,5,0.7,0.8279132791327912,0.037940731126973826,0.46031746031746035,0.007222222222222222,0.0,0,0,58.0,0.603432184,Medium
1/4/2015,Quarter1,finishing,Sunday,11,0.75,0.024196670538133958,0.0,0.0634920634920635,0.0,0.0,0,0,8.0,0.345833333,Low
1/5/2015,Quarter1,finishing,Monday,1,0.8,0.020131629887727445,0.0,0.126984126984127,0.0,0.0,0,0,8.0,0.961059028,High
1/5/2015,Quarter1,finishing,Monday,11,0.8,0.020131629887727445,0.0,0.15873015873015875,0.0,0.0,0,0,10.0,0.939513889,High
1/5/2015,Quarter1,finishing,Monday,4,0.8,0.020131629887727445,0.0,0.253968253968254,0.0,0.0,0,0,16.0,0.893663194,High
1/5/2015,Quarter1,finishing,Monday,3,0.75,0.024196670538133958,0.0,0.126984126984127,0.0,0.0,0,0,8.0,0.875390625,High
1/5/2015,Quarter1,sewing,Monday,9,0.8,0.4502516453735965,0.052779580359074194,0.4682539682539683,0.020833333333333332,0.0,0,0,59.0,0.850569492,High
1/5/2015,Quarter1,finishing,Monday,9,0.8,0.0,0.0,0.126984126984127,0.0,0.0,0,0,8.0,0.820833333,Medium
1/5/2015,Quarter1,finishing,Monday,2,0.8,0.020131629887727445,0.0,0.0634920634920635,0.0,0.0,0,0,8.0,0.804416667,Medium
1/5/2015,Quarter1,sewing,Monday,7,0.8,0.44521873790166466,0.05399091499026606,0.44841269841269843,0.013888888888888888,0.0,0,0,56.5,0.800684366,Medium
1/5/2015,Quarter1,sewing,Monday,8,0.8,0.44521873790166466,0.04499242915855505,0.44841269841269843,0.010555555555555556,0.0,0,0,56.5,0.800684366,Medium
1/5/2015,Quarter1,sewing,Monday,1,0.8,0.4502516453735965,0.048929266709928615,0.4682539682539683,0.0175,0.0,0,0,59.0,0.800318644,Medium
1/5/2015,Quarter1,sewing,Monday,11,0.8,0.3176538908246225,0.029028769197490804,0.3174603174603175,0.013888888888888888,0.0,0,0,55.0,0.800250962,Medium
1/5/2015,Quarter1,sewing,Monday,6,0.8,0.16860240030971735,0.03049967553536664,0.4761904761904762,0.013888888888888888,0.0,0,0,32.0,0.800246011,Medium
1/5/2015,Quarter1,sewing,Monday,12,0.8,0.16860240030971735,0.0445598096474151,0.4761904761904762,0.013888888888888888,0.0,0,0,32.0,0.800246011,Medium
1/5/2015,Quarter1,sewing,Monday,2,0.8,0.4874177313201702,0.03244646333549643,0.4563492063492064,0.013888888888888888,0.0,0,0,57.5,0.800076522,Medium
1/5/2015,Quarter1,sewing,Monday,4,0.8,0.4874177313201702,0.03253298723772442,0.4563492063492064,0.013888888888888888,0.0,0,0,57.5,0.800076522,Medium
1/5/2015,Quarter1,finishing,Monday,10,0.75,0.0,0.0,0.0634920634920635,0.0,0.0,0,0,8.0,0.763375,Medium
1/5/2015,Quarter1,finishing,Monday,5,0.6,0.0,0.0,0.0634920634920635,0.0,0.0,0,0,8.0,0.759270833,Medium
1/5/2015,Quarter1,sewing,Monday,10,0.75,0.4874177313201702,0.046549859398658876,0.4642857142857143,0.0125,0.0,0,0,58.5,0.7504,Medium
1/5/2015,Quarter1,sewing,Monday,3,0.75,0.32849399922570655,0.040536448193813544,0.4365079365079365,0.0125,0.0,0,0,55.0,0.75024303,Medium
1/5/2015,Quarter1,finishing,Monday,7,0.8,0.020131629887727445,0.0,0.0634920634920635,0.0,0.0,0,0,8.0,0.676666667,Medium
1/5/2015,Quarter1,finishing,Monday,8,0.8,0.0,0.0,0.0634920634920635,0.0,0.0,0,0,8.0,0.664583333,Medium
1/5/2015,Quarter1,sewing,Monday,5,0.6,0.3693379790940766,0.02850962578412286,0.46031746031746035,0.006388888888888889,0.0,0,0,58.0,0.600028736,Medium
1/6/2015,Quarter1,finishing,Tuesday,4,0.8,0.020131629887727445,0.0,0.29365079365079366,0.0,0.0,0,0,18.0,0.966781346,High
1/6/2015,Quarter1,finishing,Tuesday,1,0.8,0.020131629887727445,0.0,0.09523809523809525,0.0,0.0,0,0,8.0,0.936496212,High
1/6/2015,Quarter1,finishing,Tuesday,3,0.75,0.024196670538133958,0.0,0.11904761904761905,0.0,0.0,0,0,10.0,0.899166667,High
1/6/2015,Quarter1,finishing,Tuesday,11,0.8,0.024196670538133958,0.0,0.17857142857142858,0.0,0.0,0,0,15.0,0.888686869,High
1/6/2015,Quarter1,finishing,Tuesday,9,0.8,0.020131629887727445,0.0,0.09523809523809525,0.0,0.0,0,0,8.0,0.858143939,High
1/6/2015,Quarter1,sewing,Tuesday,1,0.8,0.4502516453735965,0.051049102314514386,0.7023809523809524,0.020833333333333332,0.0,0,0,59.0,0.850502311,High
1/6/2015,Quarter1,sewing,Tuesday,9,0.8,0.4502516453735965,0.056154012545965824,0.7023809523809524,0.020833333333333332,0.0,0,0,59.0,0.850502311,High
1/6/2015,Quarter1,finishing,Tuesday,10,0.75,0.020131629887727445,0.0,0.09523809523809525,0.0,0.0,0,0,8.0,0.809640152,Medium
1/6/2015,Quarter1,finishing,Tuesday,2,0.8,0.020131629887727445,0.0,0.09523809523809525,0.0,0.0,0,0,8.0,0.805909091,Medium
1/6/2015,Quarter1,sewing,Tuesday,2,0.8,0.4874177313201702,0.030672723339822624,0.6845238095238095,0.013888888888888888,0.0,0,0,57.5,0.800594466,Medium
1/6/2015,Quarter1,sewing,Tuesday,4,0.8,0.4874177313201702,0.03971447112264763,0.6845238095238095,0.013888888888888888,0.0,0,0,57.5,0.800594466,Medium
1/6/2015,Quarter1,sewing,Tuesday,3,0.8,0.32849399922570655,0.04135842526497945,0.6547619047619048,0.013888888888888888,0.0,0,0,55.0,0.800273829,Medium
1/6/2015,Quarter1,sewing,Tuesday,12,0.8,0.16860240030971735,0.047328574518710795,0.3511904761904762,0.013888888888888888,0.0,0,0,31.5,0.800140969,Medium
1/6/2015,Quarter1,sewing,Tuesday,7,0.8,0.44521873790166466,0.04447328574518711,0.6726190476190477,0.010555555555555556,0.0,0,0,56.5,0.800128721,Medium
1/6/2015,Quarter1,sewing,Tuesday,8,0.8,0.44521873790166466,0.046549859398658876,0.6726190476190477,0.010555555555555556,0.0,0,0,56.5,0.800128721,Medium
1/6/2015,Quarter1,sewing,Tuesday,6,0.8,0.16860240030971735,0.039065541855937705,0.29563492063492064,0.010555555555555556,0.0,0,0,31.5,0.80007657,Medium
1/6/2015,Quarter1,sewing,Tuesday,10,0.75,0.4874177313201702,0.05200086523902228,0.6964285714285715,0.0125,0.0,0,0,58.5,0.750545455,Medium
1/6/2015,Quarter1,sewing,Tuesday,11,0.75,0.3176538908246225,0.02522171749945922,0.6547619047619048,0.0125,0.0,0,0,55.0,0.750057851,Medium
1/6/2015,Quarter1,finishing,Tuesday,8,0.8,0.0,0.0,0.09523809523809525,0.0,0.0,0,0,8.0,0.681060606,Medium
1/6/2015,Quarter1,sewing,Tuesday,5,0.65,0.3693379790940766,0.03465282284231019,0.6904761904761906,0.009722222222222222,0.0,0,0,58.0,0.649983281,Medium
1/6/2015,Quarter1,finishing,Tuesday,7,0.8,0.0,0.0,0.09523809523809525,0.0,0.0,0,0,8.0,0.61625,Medium
1/7/2015,Quarter1,finishing,Wednesday,1,0.8,0.020131629887727445,0.0,0.09523809523809525,0.0,0.0,0,0,8.0,0.951420455,High
1/7/2015,Quarter1,finishing,Wednesday,9,0.8,0.020131629887727445,0.0,0.09523809523809525,0.0,0.0,0,0,8.0,0.880530303,High
1/7/2015,Quarter1,sewing,Wednesday,1,0.8,0.4502516453735965,0.05070300670560242,0.7023809523809524,0.020833333333333332,0.0,0,0,59.0,0.850502311,High
1/7/2015,Quarter1,sewing,Wednesday,9,0.8,0.4502516453735965,0.05697598961713173,0.7023809523809524,0.020833333333333332,0.0,0,0,59.0,0.850502311,High
1/7/2015,Quarter1,sewing,Wednesday,8,0.8,0.44521873790166466,0.048799480856586634,0.6726190476190477,0.016666666666666666,0.0,0,0,56.5,0.850136766,High
1/7/2015,Quarter1,finishing,Wednesday,3,0.75,0.024196670538133958,0.0,0.17857142857142858,0.0,0.0,0,0,15.0,0.83,High
1/7/2015,Quarter1,finishing,Wednesday,4,0.8,0.020131629887727445,0.0,0.29365079365079366,0.0,0.0,0,0,18.0,0.827186544,High
1/7/2015,Quarter1,finishing,Wednesday,2,0.8,0.020131629887727445,0.0,0.09523809523809525,0.0,0.0,0,0,8.0,0.813371212,Medium
1/7/2015,Quarter1,finishing,Wednesday,10,0.75,0.020131629887727445,0.0,0.09523809523809525,0.0,0.0,0,0,8.0,0.805909091,Medium
1/7/2015,Quarter1,finishing,Wednesday,7,0.8,0.0,0.0,0.09523809523809525,0.0,0.0,0,0,8.0,0.804640152,Medium
1/7/2015,Quarter1,sewing,Wednesday,2,0.8,0.4874177313201702,0.03326844040666234,0.6845238095238095,0.0175,0.0,0,0,57.5,0.800594466,Medium
1/7/2015,Quarter1,sewing,Wednesday,4,0.8,0.4874177313201702,0.04252649794505732,0.6845238095238095,0.013888888888888888,0.0,0,0,57.5,0.800594466,Medium
1/7/2015,Quarter1,sewing,Wednesday,6,0.8,0.16473093302361594,0.042353450140601344,0.36309523809523814,0.013888888888888888,0.0,0,0,30.5,0.800343766,Medium
1/7/2015,Quarter1,sewing,Wednesday,3,0.8,0.32849399922570655,0.03967120917153363,0.6547619047619048,0.013888888888888888,0.0,0,0,55.0,0.800273829,Medium
1/7/2015,Quarter1,sewing,Wednesday,12,0.8,0.16860240030971735,0.0481505515898767,0.375,0.013888888888888888,0.0,0,0,31.5,0.800246753,Medium
1/7/2015,Quarter1,sewing,Wednesday,7,0.8,0.44521873790166466,0.04581440622972096,0.6726190476190477,0.013888888888888888,0.0,0,0,56.5,0.800128721,Medium
1/7/2015,Quarter1,sewing,Wednesday,10,0.75,0.4874177313201702,0.04918883841661259,0.6964285714285715,0.019166666666666665,0.0,0,0,58.5,0.8,Medium
1/7/2015,Quarter1,sewing,Wednesday,5,0.7,0.3693379790940766,0.017564352152282067,0.6428571428571429,0.011111111111111112,0.0,0,0,58.0,0.700480831,Medium
1/7/2015,Quarter1,finishing,Wednesday,8,0.8,0.0,0.0,0.09523809523809525,0.0,0.0,0,0,8.0,0.681060606,Medium
1/7/2015,Quarter1,finishing,Wednesday,6,0.8,0.0,0.0,0.11904761904761905,0.0,0.0,0,0,10.0,0.666515152,Medium
1/7/2015,Quarter1,sewing,Wednesday,11,0.8,0.5600077429345721,0.02426995457495133,0.6547619047619048,0.011111111111111112,0.0,0,0,55.0,0.412119835,Low
1/7/2015,Quarter1,finishing,Wednesday,5,0.7,0.024196670538133958,0.0,0.09523809523809525,0.0,0.0,0,0,8.0,0.330113636,Low
1/8/2015,Quarter2,finishing,Thursday,1,0.8,0.020131629887727445,0.0,0.09523809523809525,0.0,0.0,0,0,8.0,0.947689394,High
1/8/2015,Quarter2,finishing,Thursday,4,0.8,0.020131629887727445,0.0,0.8333333333333334,0.0,0.0,0,0,20.0,0.919905405,High
1/8/2015,Quarter2,sewing,Thursday,9,0.8,0.4502516453735965,0.052303698896820246,0.7023809523809524,0.024444444444444446,0.0,0,0,59.0,0.900215716,High
1/8/2015,Quarter2,finishing,Thursday,9,0.8,0.020131629887727445,0.0,0.09523809523809525,0.0,0.0,0,0,8.0,0.891723485,High
1/8/2015,Quarter2,sewing,Thursday,1,0.8,0.4502516453735965,0.05113562621674238,0.7023809523809524,0.020833333333333332,0.0,0,0,59.0,0.850502311,High
1/8/2015,Quarter2,sewing,Thursday,4,0.8,0.4874177313201702,0.04044992429158555,0.6964285714285715,0.020833333333333332,0.0,0,0,58.5,0.850181818,High
1/8/2015,Quarter2,sewing,Thursday,7,0.8,0.44521873790166466,0.04512221501189704,0.6726190476190477,0.016666666666666666,0.0,0,0,56.5,0.850136766,High
1/8/2015,Quarter2,sewing,Thursday,8,0.8,0.44521873790166466,0.04408392818516115,0.6726190476190477,0.016666666666666666,0.0,0,0,56.5,0.850136766,High
1/8/2015,Quarter2,finishing,Thursday,2,0.8,0.020131629887727445,0.0,0.09523809523809525,0.0,0.0,0,0,8.0,0.835757576,High
1/8/2015,Quarter2,finishing,Thursday,5,0.7,0.024196670538133958,0.0,0.253968253968254,0.0,0.0,0,0,8.0,0.821354167,Medium
1/8/2015,Quarter2,sewing,Thursday,2,0.8,0.4874177313201702,0.03357127406446031,0.6646825396825398,0.0175,0.0,0,0,58.5,0.800497246,Medium
1/8/2015,Quarter2,sewing,Thursday,3,0.8,0.32849399922570655,0.03677265844689596,0.6547619047619048,0.013888888888888888,0.0,0,0,55.0,0.800273829,Medium
1/8/2015,Quarter2,sewing,Thursday,12,0.8,0.16860240030971735,0.023404715552671422,1.0,0.0175,0.0,0,0,31.5,0.800107143,Medium
1/8/2015,Quarter2,sewing,Thursday,6,0.8,0.16473093302361594,0.017477828250054075,0.9682539682539684,0.013888888888888888,0.0,0,0,30.5,0.800024932,Medium
1/8/2015,Quarter2,sewing,Thursday,10,0.75,0.4874177313201702,0.04581440622972096,0.6964285714285715,0.019166666666666665,0.0,0,0,58.5,0.8,Medium
1/8/2015,Quarter2,finishing,Thursday,10,0.75,0.020131629887727445,0.0,0.09523809523809525,0.0,0.0,0,0,8.0,0.779791667,Medium
1/8/2015,Quarter2,finishing,Thursday,8,0.8,0.0,0.0,0.09523809523809525,0.0,0.0,0,0,8.0,0.735984848,Medium
1/8/2015,Quarter2,finishing,Thursday,3,0.75,0.024196670538133958,0.0,0.14285714285714288,0.0,0.0,0,0,12.0,0.712626263,Medium
1/8/2015,Quarter2,finishing,Thursday,7,0.8,0.0,0.0,0.09523809523809525,0.0,0.0,0,0,8.0,0.681060606,Medium
1/8/2015,Quarter2,finishing,Thursday,11,0.8,0.024196670538133958,0.0,0.05952380952380953,0.0,0.0,0,0,5.0,0.515606061,Low
1/8/2015,Quarter2,sewing,Thursday,5,0.7,0.7648083623693378,0.031018818948734584,0.6785714285714286,0.0,0.0,0,0,57.0,0.233705476,Low
1/10/2015,Quarter2,finishing,Saturday,1,0.8,0.020131629887727445,0.0,0.14285714285714288,0.0,0.0,0,0,8.0,0.985,High
1/10/2015,Quarter2,finishing,Saturday,3,0.75,0.024196670538133958,0.0,0.18253968253968256,0.0,0.0,0,0,12.0,0.930340376,High
1/10/2015,Quarter2,finishing,Saturday,4,0.8,0.020131629887727445,0.0,0.39682539682539686,0.0,0.0,0,0,20.0,0.911589744,High
1/10/2015,Quarter2,finishing,Saturday,9,0.8,0.020131629887727445,0.0,0.09523809523809525,0.0,0.0,0,0,8.0,0.858143939,High
1/10/2015,Quarter2,sewing,Saturday,9,0.8,0.4502516453735965,0.048237075492104695,0.7023809523809524,0.020833333333333332,0.0,0,0,59.0,0.851174114,High
1/10/2015,Quarter2,sewing,Saturday,7,0.8,0.44521873790166466,0.04166125892277742,0.6726190476190477,0.016666666666666666,0.0,0,0,56.5,0.850136766,High
1/10/2015,Quarter2,sewing,Saturday,8,0.8,0.44521873790166466,0.04979450573220852,0.6726190476190477,0.016666666666666666,0.0,0,0,56.5,0.850136766,High
1/10/2015,Quarter2,finishing,Saturday,10,0.8,0.020131629887727445,0.0,0.09523809523809525,0.0,0.0,0,0,8.0,0.846950758,High
1/10/2015,Quarter2,finishing,Saturday,11,0.8,0.024196670538133958,0.0,0.09523809523809525,0.0,0.0,0,0,8.0,0.817424242,Medium
1/10/2015,Quarter2,finishing,Saturday,2,0.8,0.020131629887727445,0.0,0.09523809523809525,0.0,0.0,0,0,8.0,0.817102273,Medium
1/10/2015,Quarter2,sewing,Saturday,4,0.8,0.4874177313201702,0.02825005407743889,0.6904761904761906,0.0175,0.0,0,0,58.0,0.801028213,Medium
1/10/2015,Quarter2,sewing,Saturday,2,0.8,0.4874177313201702,0.03210036772658447,0.6845238095238095,0.0175,0.0,0,0,57.5,0.800594466,Medium
1/10/2015,Quarter2,sewing,Saturday,12,0.8,0.16860240030971735,0.03833008868699978,0.3115079365079365,0.013888888888888888,0.0,0,0,31.5,0.800346445,Medium
1/10/2015,Quarter2,sewing,Saturday,6,0.8,0.16473093302361594,0.03807051698031581,0.36309523809523814,0.013888888888888888,0.0,0,0,30.5,0.800343766,Medium
1/10/2015,Quarter2,sewing,Saturday,1,0.8,0.4502516453735965,0.05745187107938568,0.7023809523809524,0.0175,0.0,0,0,59.0,0.800117103,Medium
1/10/2015,Quarter2,sewing,Saturday,10,0.8,0.4874177313201702,0.04650659744754489,0.6964285714285715,0.0175,0.0,0,0,58.5,0.8,Medium
1/10/2015,Quarter2,sewing,Saturday,3,0.75,0.32849399922570655,0.046203763789746916,0.4682539682539683,0.0125,0.0,0,0,56.0,0.750098351,Medium
1/10/2015,Quarter2,sewing,Saturday,11,0.5,0.18621757646147888,0.03210036772658447,0.630952380952381,0.010555555555555556,0.0,0,0,53.0,0.673245283,Medium
1/10/2015,Quarter2,finishing,Saturday,7,0.8,0.0,0.0,0.09523809523809525,0.0,0.0,0,0,8.0,0.670075758,Medium
1/10/2015,Quarter2,finishing,Saturday,8,0.8,0.0,0.0,0.09523809523809525,0.0,0.0,0,0,8.0,0.628882576,Medium
1/10/2015,Quarter2,sewing,Saturday,5,0.5,0.34630274874177314,0.04148821111832143,0.507936507936508,0.0,0.0,0,0,56.0,0.388007813,Low
1/10/2015,Quarter2,finishing,Saturday,5,0.5,0.024196670538133958,0.0,0.09523809523809525,0.0,0.0,0,0,8.0,0.337973485,Low
1/11/2015,Quarter2,finishing,Sunday,3,0.75,0.024196670538133958,0.0,0.09523809523809525,0.0,0.0,0,0,8.0,0.93532197,High
1/11/2015,Quarter2,finishing,Sunday,4,0.8,0.020131629887727445,0.0,0.2380952380952381,0.0,0.0,0,0,20.0,0.925643939,High
1/11/2015,Quarter2,sewing,Sunday,9,0.8,0.4502516453735965,0.04706900281202682,0.7023809523809524,0.024444444444444446,0.0,0,0,59.0,0.900215716,High
1/11/2015,Quarter2,finishing,Sunday,1,0.8,0.020131629887727445,0.0,0.09523809523809525,0.0,0.0,0,0,8.0,0.873068182,High
1/11/2015,Quarter2,finishing,Sunday,9,0.8,0.020131629887727445,0.0,0.09523809523809525,0.0,0.0,0,0,8.0,0.858143939,High
